Date,US Confirmed,US Death
2020-08-29,44925.95520087161,996.6989312295017
2020-08-30,35475.04505435558,518.784284529687
2020-08-31,38601.1515925947,514.3010326844731
2020-09-01,38867.94536530932,1228.034726442545
2020-09-02,44463.07271888266,1210.998369430732
2020-09-03,46213.73008966373,1115.9534303121945
2020-09-04,46392.84958371241,990.422378646202
